Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,Unidentified Chickadee,Poecile,553526,263793,UNCH,FALSE,FALSE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,0-2.5 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Baltimore Oriole,Icterus galbula,179083,93655,BAOR,FALSE,FALSE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0160,Grassland,2015,6/22/2015,9:19,9:29,Conor Higgins,2,5 - 7.5 min,Calling,,TRUE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,26,86.59999847,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,5 - 7.5 min,Singing,<= 50 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Calling,<= 50 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Mourning Dove,Zenaida macroura,177125,82737,MODO,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0181,Grassland,2015,6/22/2015,5:20,5:30,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21.89999962,78.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,0-2.5 min,Visualization,,TRUE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,0-2.5 min,Visualization,,TRUE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Male,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,7.5 - 10 min,Singing,50 - 100 Meters,FALSE,Male,Song Sparrow,Melospiza melodia,179492,85643,SOSP,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0180,Grassland,2015,6/22/2015,5:36,5:46,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.39999962,83.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Unidentified Crow,Corvus,179724,87098,UNCR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Calling,50 - 100 Meters,FALSE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Calling,,TRUE,Undetermined,Fish Crow,Corvus ossifragus,179737,87112,FICR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,7.5 - 10 min,Visualization,<= 50 Meters,FALSE,Male,Eastern Bluebird,Sialia sialis,179801,87184,EABL,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Calling,,TRUE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Barn Swallow,Hirundo rustica,178448,87409,BARS,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Calling,,TRUE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Visualization,50 - 100 Meters,FALSE,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,TRUE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Calling,,TRUE,Undetermined,House Finch,Haemorhous mexicanus,,926917,HOFI,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,,TRUE,Undetermined,European Starling,Sturnus vulgaris,179637,86204,EUST,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0188,Grassland,2015,6/22/2015,5:54,6:04,Sasha Robinson,2,5 - 7.5 min,Visualization,50 - 100 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,21,86.30000305,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Male,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,7.5 - 10 min,Visualization,50 - 100 Meters,FALSE,Undetermined,Eastern Kingbird,Tyrannus tyrannus,178279,85757,EAKI,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,0-2.5 min,Calling,,TRUE,Undetermined,American Goldfinch,Spinus tristis,179236,95300,AMGO,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,5 - 7.5 min,Singing,50 - 100 Meters,FALSE,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Visualization,<= 50 Meters,FALSE,Undetermined,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,7.5 - 10 min,Calling,<= 50 Meters,FALSE,Undetermined,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Common Grackle,Quiscalus quiscula,179104,94206,COGR,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Singing,<= 50 Meters,FALSE,Male,Blue Grosbeak,Guiraca caerulea,179145,94251,BLGR,FALSE,TRUE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Indigo Bunting,Passerina cyanea,179150,94257,INBU,FALSE,TRUE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Field Sparrow,Spizella pusilla,179443,84790,FISP,FALSE,TRUE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Visualization,,TRUE,Undetermined,Tree Swallow,Tachycineta bicolor,178431,87391,TRES,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,2.5 - 5 min,Singing,50 - 100 Meters,FALSE,Male,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,FALSE
ANTI,NA,,ANTI-0189,Grassland,2015,6/22/2015,6:12,6:22,Sasha Robinson,2,0-2.5 min,Singing,<= 50 Meters,FALSE,Male,Grasshopper Sparrow,Ammodramus savannarum,179333,83867,GRSP,FALSE,FALSE,21.70000076,85.59999847,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,TRUE
